Definition,1,unknown,unknown,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,2,record,timestamp,1,,enhanced_respiration_rate,1,,current_stress,1,,heart_rate,1,,unknown,1,,unknown,1,,hrv_s,1,,hrv_btb,3,,hrv_hr,1,,acc_X,25,,acc_Y,25,,acc_Z,25,,acc_Power,1,,acc_Roll,1,,acc_Pitch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726521",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"81",bpm,unknown,"176",,unknown,"81",,hrv_btb,"708|65535|65535",ms,hrv_hr,"85",bpm,acc_X,"340|380|112|24|300|172|168|192|244|216|192|196|220|280|444|488|544|316|496|644|796|792|724|708|872",millig-units,acc_Y,"32|-12|8|44|40|24|52|48|68|32|-28|-204|-296|-160|260|604|1052|916|1128|1132|1440|924|864|532|672",millig-units,acc_Z,"-1048|-1100|-924|-800|-1012|-948|-976|-976|-996|-972|-940|-824|-600|-372|-324|-180|48|96|64|420|276|152|-176|-260|-48",millig-units,acc_Power,"1101",millig-units,acc_Roll,"37.577465",degrees,acc_Pitch,"-93.15072",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726522",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"81",bpm,unknown,"176",,unknown,"81",,hrv_s,"109.0",ms,hrv_btb,"817|65535|65535",ms,hrv_hr,"73",bpm,acc_X,"928|1016|876|868|840|704|536|412|624|628|540|460|632|600|368|460|464|544|416|384|220|232|252|536|508",millig-units,acc_Y,"608|672|528|500|468|332|692|532|84|672|84|404|488|820|796|436|140|632|476|544|672|676|584|692|-164",millig-units,acc_Z,"248|492|460|464|588|824|1168|1168|644|592|852|388|636|512|388|592|652|560|696|812|704|660|712|468|496",millig-units,acc_Power,"728",millig-units,acc_Roll,"-13.006653",degrees,acc_Pitch,"-45.684776",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726523",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"84",bpm,unknown,"176",,unknown,"84",,hrv_s,"109.0",ms,hrv_hr,"73",bpm,acc_X,"968|1048|1188|1092|760|536|252|664|732|676|872|916|936|972|956|924|828|752|968|1068|900|1076|1408|1480|1920",millig-units,acc_Y,"0|-372|-452|56|672|1128|676|844|392|-304|-616|-400|-220|-100|24|204|268|660|872|816|900|716|-68|-1540|-2916",millig-units,acc_Z,"556|944|1116|980|612|-216|-212|344|440|660|852|412|324|440|436|360|316|176|364|264|204|396|316|588|552",millig-units,acc_Power,"3534",millig-units,acc_Roll,"-55.58465",degrees,acc_Pitch,"-73.96006",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726524",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"84",bpm,unknown,"176",,unknown,"84",,hrv_s,"109.0",ms,hrv_hr,"73",bpm,acc_X,"1584|1568|1468|1056|724|1192|1736|1956|2008|1564|976|216|220|940|2148|2416|2152|1584|324|-256|236|1080|2868|2804|2320",millig-units,acc_Y,"-2372|-984|1420|2820|3100|1296|-1008|-3700|-3484|-1664|2172|4712|2496|1176|-1668|-4000|-3864|-1276|3576|5276|2776|524|-3356|-4484|-2756",millig-units,acc_Z,"376|88|412|1356|72|224|560|648|700|1040|1048|224|184|668|956|720|744|1264|632|-468|-68|632|1560|1152|1424",millig-units,acc_Power,"3873",millig-units,acc_Roll,"-45.353886",degrees,acc_Pitch,"-58.458683",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726525",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"82",bpm,unknown,"176",,unknown,"82",,hrv_s,"109.0",ms,hrv_hr,"73",bpm,acc_X,"1540|76|532|508|1672|2576|2256|1592|208|688|692|1820|3068|2272|1840|180|192|-276|372|2472|3264|2636|1580|-68|-156",millig-units,acc_Y,"496|4732|4908|2920|-1056|-3708|-3928|356|5044|3524|1468|-1120|-4548|-4032|-968|2752|4616|2604|1656|-1760|-5080|-3772|-764|3116|4728",millig-units,acc_Z,"1360|-280|-792|240|892|1124|1172|776|328|-1432|120|904|1360|496|1248|416|60|272|748|856|944|744|1012|736|640",millig-units,acc_Power,"4773",millig-units,acc_Roll,"82.068214",degrees,acc_Pitch,"13.698717",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726526",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"83",bpm,unknown,"176",,unknown,"83",,hrv_s,"109.0",ms,hrv_hr,"73",bpm,acc_X,"-384|804|1968|2980|1796|1308|1044|992|1384|1376|1388|1248|1072|888|576|444|640|712|728|728|724|756|768|772|720",millig-units,acc_Y,"1780|1376|292|-600|-1640|-880|-512|-828|-324|164|340|612|656|700|716|644|488|548|536|504|556|596|660|708|644",millig-units,acc_Z,"176|596|660|1168|700|312|292|476|196|164|416|384|632|628|392|460|552|508|336|176|12|-124|-280|-408|-408",millig-units,acc_Power,"1048",millig-units,acc_Roll,"37.889572",degrees,acc_Pitch,"-119.53878",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1072726527",s,enhanced_respiration_rate,"4.0",Breaths/min,current_stress,"32.0",,heart_rate,"83",bpm,unknown,"176",,unknown,"83",,hrv_s,"109.0",ms,hrv_hr,"73",bpm,acc_X,"596|488|404|308|220|124|48|112|84|100|132|160|136|232|128|140|104|-8|-96|-104|-180|-172|-128|-116|-104",millig-units,acc_Y,"504|464|504|704|588|500|276|216|128|104|92|68|8|-372|-172|44|464|252|-176|200|152|152|176|68|152",millig-units,acc_Z,"-380|-360|-376|-544|-572|-676|-700|-764|-788|-796|-868|-912|-1080|-992|-1228|-1236|-864|-660|-836|-944|-1052|-1012|-1028|-1016|-1000",millig-units,acc_Power,"1016",millig-units,acc_Roll,"8.597133",degrees,acc_Pitch,"174.06258",degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,3,lap,timestamp,1,,start_time,1,,start_position_lat,1,,start_position_long,1,,end_position_lat,1,,end_position_long,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,total_cycles,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,total_work,1,,unknown,1,,enhanced_avg_speed,1,,enhanced_max_speed,1,,enhanced_avg_altitude,1,,enhanced_min_altitude,1,,enhanced_max_altitude,1,,message_index,1,,total_calories,1,,avg_speed,1,,max_speed,1,,avg_power,1,,max_power,1,,total_ascent,1,,total_descent,1,,num_lengths,1,,normalized_power,1,,left_right_balance,1,,first_length_index,1,,avg_stroke_distance,1,,num_active_lengths,1,,wkt_step_index,1,,unknown,1,,avg_stance_time_percent,1,,avg_stance_time,1,,unknown,1,,unknown,1,,unknown,1,,enhanced_avg_respiration_rate,1,,enhanced_max_respiration_rate,1,,unknown,1,,unknown,1,,unknown,1,,event,1,,event_type,1,,avg_heart_rate,1,,max_heart_rate,1,,avg_cadence,1,,max_cadence,1,,intensity,1,,lap_trigger,1,,sport,1,,event_group,1,,swim_stroke,1,,sub_sport,1,,avg_temperature,1,,max_temperature,1,,unknown,1,,avg_fractional_cadence,1,,max_fractional_cadence,1,,total_fractional_cycles,1,,min_temperature,1,,avg_respiration_rate,1,,max_respiration_rate,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,7,time_in_zone,timestamp,1,,time_in_hr_zone,7,,reference_mesg,1,,reference_index,1,,hr_zone_high_boundary,6,,hr_calc_type,1,,max_heart_rate,1,,resting_heart_rate,1,,threshold_heart_rate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,8,unknown,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,session,timestamp,1,,start_time,1,,start_position_lat,1,,start_position_long,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,total_cycles,1,,nec_lat,1,,nec_long,1,,swc_lat,1,,swc_long,1,,end_position_lat,1,,end_position_long,1,,avg_stroke_count,1,,total_work,1,,unknown,1,,sport_profile_name,64,,enhanced_avg_speed,1,,enhanced_max_speed,1,,unknown,1,,message_index,1,,total_calories,1,,avg_speed,1,,max_speed,1,,avg_power,1,,max_power,1,,total_ascent,1,,total_descent,1,,first_lap_index,1,,num_laps,1,,num_lengths,1,,normalized_power,1,,training_stress_score,1,,intensity_factor,1,,left_right_balance,1,,avg_stroke_distance,1,,pool_length,1,,threshold_power,1,,num_active_lengths,1,,unknown,1,,unknown,1,,avg_stance_time_percent,1,,avg_stance_time,1,,unknown,1,,unknown,1,,unknown,1,,enhanced_avg_respiration_rate,1,,enhanced_max_respiration_rate,1,,unknown,1,,unknown,1,,unknown,1,,enhanced_min_respiration_rate,1,,unknown,1,,unknown,1,,unknown,1,,event,1,,event_type,1,,sport,1,,sub_sport,1,,avg_heart_rate,1,,max_heart_rate,1,,avg_cadence,1,,max_cadence,1,,total_training_effect,1,,event_group,1,,trigger,1,,swim_stroke,1,,pool_length_unit,1,,avg_temperature,1,,max_temperature,1,,unknown,1,,avg_fractional_cadence,1,,max_fractional_cadence,1,,total_fractional_cycles,1,,unknown,1,,sport_index,1,,avg_respiration_rate,1,,max_respiration_rate,1,,min_respiration_rate,1,,min_temperature,1,,unknown,1,,avg_spo2,1,,avg_stress,1,,unknown,1,,unknown,1,,hrv_rmssd,1,,
Definition,10,activity,timestamp,1,,total_timer_time,1,,local_timestamp,1,,num_sessions,1,,type,1,,event,1,,event_type,1,,event_group,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
